count,example_snippets,name,top_terms,topic_id
211,"Der Empfang ist sehr freundlich und hilfsbereit. Das wars aber dann schon! Überlange Wartezeiten (5 Stunden) Total überreiztes Personal die ständig Ausreden suchen warum das so lange dauert (es gab einen Notfall) immer und jedem wird das gleiche erzä || Nach fast 4h Wartezeit im Wartebereich der Notaufnahme, als akuter Fall mit Bluthochdruck, Puls, Schwindel etc. bei 32C° Außentemperatur weiterhin keine Reaktion seitens der Notaufnahme. Andere, die vor mir da waren, haben irgendwann auch das Handtuc || Wenn man nicht gerade stirbt sehr lange Wartezeiten in der Notaufnahme!",9_anderer patient_arzt noch_arzt warten_ambulanz ist,"anderer patient, arzt noch, arzt warten, ambulanz ist, diagnose gedauert, zur behandlung, notaufnahme kann, einer notaufnahme, trotz termin, wegen husten",9
189,"Mein Stiefvater 86 Jahre alt wurde mit starken Schmerzen mit dem Krankenwagen um 21.00 eingeliefert. In der Nacht um 1.30 wurde er trotz seiner starken Schmerzen und Benommenheit mit dem Taxi nach Hause geschickt, ohne die Angehörigen zu informieren, || Die Klinik ist das reinste Desaster. Die Hilferufe meines Vaters ihn während der Corona Pandemie dort rauszuholen, DA SICH NICHT UM IHN GEKÜMMERT wird, werden nun nach seinem Tod gnadenlos runter gespielt. Diese Klinik ist NICHT zu empfehlen. Rechtli || Kein gutes Krankenhaus, lassen verwirrte einfach abhauen, vor 2 Wochen zu erst mein Onkel, heute meine demente Tante, da scheint wohl keiner aufzupassen!",10_patientenverfügungen_ihre klinik_hause gebracht_ein schlaganfall,"patientenverfügungen, ihre klinik, hause gebracht, ein schlaganfall, einen schlaganfall, schlaganfall ins, schlaganfall, schlaganfalls, vater hatte, zustand war",10
188,"Ich war am 2.02 zur Entbindung im Krankenhaus Schaumburg. Ich war sehr begeistert von Ärzten und Krankenpflegerin/Schwestern! Ganz tolle und liebe Menschen. Mädels macht weiter so. Ihr seid toll. Man ist bei euch sehr gut aufgehoben. Im Kreissaal gan || War mit meiner 2 jährigen Tochter wegen einer aufgeplatzten Lippe in der Notaufnahme. Die Krankenschwestern und auch die Ärztin sind sehr herzlich mit meiner kleinen umgegangen und sie ist relativ schnell mit ihnen warm geworden und hat weder geweint || Ich habe dort meine erste Tochter entbunden Mitte Mai. Alle dort waren super! Egal wie oft ich geklingelt habe unter der Geburt, ich musste nie lange warten. Ich habe mich dort wohl gefühlt und auch mein Partner war froh dort zu sein. Zu der Zeit war",11_ärzte waren_im kreißsaal_bedanken_waren mit,"ärzte waren, im kreißsaal, bedanken, waren mit, waren zur, uns sehr, familienzimmer war, welt gebracht, sehr wohl, uns gekümmert",11
149,"Ich hab mein erstes Kind vor knapp 9 Monaten in Vehlen entbunden und kann nur Gutes berichten! Egal ob beim Thema Stillen oder anfängliche Unsicherheit in der Nacht (da kam sogar eine Schwester/ Hebamme ohne das ich rufen musste und hat mir Tipps geg || Ein Lob an die Geburtstation Habe am 08.07 per geplanter Kaiserschnitt entbunden. War sehr zu frieden mit den Ärzten, Hebammen und Krankenschwestern. (mehr als zu frieden). 2017 hatte ich mein erstes Kind in Minden entbunden. Jedoch habe ich leider k || Wir haben Anfang Juni unser erstes Kind bekommen und haben ins für das AKH Celle entschieden. Die Betreuung und die Geburt im Kreißsaal war super und auch das mein Mann letztendlich früher dabei sein konnte und mich unterstützen konnte als eigentlich",12_die patientin_geburt hatte_welt gebracht_hebammen waren,"die patientin, geburt hatte, welt gebracht, hebammen waren, die geburtsstation, geburt in, im kreißsaal, zur geburt, der entbindungsstation, station waren",12
136,"Nein...ich bin keine gekaufte oder gefakteBewertung aus einem Generator.....nur ein stinknormaler , in diesem Fall sehr zufriedener , Kassenpatient. Ich fahre freiwillig 35 km mehr in dieses KH , wenn ich mal behandelt werden muss. Natürlich herrscht || Ich habe dieses Krankenhaus bewusst aufgesucht weil ich mich woanders enttäuscht aus der Notaufnahme entfernte . Ich kann hier einige Aussagen nicht so ganz verstehen denn egal ob beim Empfang oder auch bei der Behandlung war das gesamte Personal inc || Unter allem Niveau! Ich berichtete (in der Notaufnahme) über meine Phobie und wurde mit voller Absicht von einer der Schwestern meine Phobie ausgesetzt. Ich bekam nach 30 Jahre zum 1sten mal wieder eine Panikattacke. Jetzt ein Satz direkt zu Herrn Dr",13_chirurg_die krisenambulanz_krisenambulanz_behandlung war,"chirurg, die krisenambulanz, krisenambulanz, behandlung war, der pflege, klinikum stade, der assistenzarzt, klinikum lüneburg, die therapie, elbe klinikum",13
116,"Sehr unfreundliches und arrogantes Personal in fast ALLEN Abteilungen. Man wird behandelt wie ein Mensch dritter Klasse. Ich habe mich total schlecht gefühlt. Es wird überhaupt nicht auf Ängste und Fragen eingegangen. Für mich klar: NIE WIEDER!!!!!!! || Die Mitarbeiter der Station A1 sind sehr unhöflich und launisch, || Unfreundliches Personal, zu lange Wartezeiten, keine hilfreiche Ergebnisse, schicken mich mit schmerzen wieder nach hause.",14_zu beruhigen_leid erkannt_letzte notaufnahme_mitarbeiter in,"zu beruhigen, leid erkannt, letzte notaufnahme, mitarbeiter in, sehr unfreundliches, sehr unfreundlicher, unterstützung ist, mitarbeiterin, ist traurig, hoffnungslos überfordert",14
111,"Selbst ein stern ist zuviel,für dieses unkompitente krankenhaus, was leute mit schlag amfall stunden liegen läßt,oder tote tage lang im.zimmer liegen lässt, lassen das Reinigungs personal in die zimmer rein laufen wo tote drin liegen. Wenn dieses kra || Röntgen: keine Möglichkeit zur Toilette zu gehen,auch nach mehrmaliger Ansprache des Personals ,ob es keine Toilette gebe , kam die sehr patzige Abtwort „ die Toilette ist abgeschlossen“. Das Essen ist eine Katastrophe. Bei Entlassung:4 Stunden Warte || Entsetzlich! 10 Tage nur Verwahrung ohne Therapieangebot. In der geschlossenen Abtlg. teilweise desolate Zimmer (verrostete Heizkörper, tropfende Wasserhähne, Föhn defekt, Fernseher defekt usw.). Nachts geistern Patienten durch die Räume. Tagesraum d",15_vinzenzkrankenhaus_reinigungspersonal_krankenhaus aber_hygienisch,"vinzenzkrankenhaus, reinigungspersonal, krankenhaus aber, hygienisch, die hygiene, bad mit, zur toilette, wohlfühlen, nicht hygienisch, als besucher",15
99,"Mein Mann kam am 12.06. um 5 Uhr morgens nach einem Arbeitsunfall ins Krankenhaus. Obwohl seine rechte Hand stark blutete sollte er den Fragebogen selbst ausfüllen oder eben die linke Hand benutzen. Die Hand wurde nichtmal gereinigt und schon vor der || Meine Frau wurde nach einem Unfall in dieses Krankenhaus gebracht,ich hoffe nicht wieder.Bauzäune um den Eingang.den man suchen muss,Rollstuhlfahrer,die sich eine steile Auffahrt hochkämpfen,gar nicht an die Herrschaften mit Rolator gedacht?Zumachen  || Nicht mal ein Stern wert... Mein Mann versucht seit nem Jahr eine op am Rücken zu bekommen...Lange Wartezeiten, plus heute der letzte Tropfen. Mein Mann hatte die ersten Termine mit dem Stationsarzt gehabt und die hatten alles so weit abgesprochen da",16_schlaganfall patientin_der hausarzt_notaufnahme gebracht_zur notaufnahme,"schlaganfall patientin, der hausarzt, notaufnahme gebracht, zur notaufnahme, klinikum wolfenbüttel, freiwillig entlassen, patientin die, mit neurochirurgie, körperverletzung, neurochirurgie",16
90,"Total unhöfliche Schwestern. || Schwestern wirken stark genervt und teils extremst unfreundlich viele haben sich wohl den falschen Beruf ausgesucht, wenn sie auf die Bedürfnisse der Patienten eingehen sollen man meint ja eigentlich das Patientenwohl sollte an erster Stelle stehen.  || Die Schwestern können einen schon Leid tun. Sehr hoher Krankenstand und dann schreien irgendwelche Ideoten SCHWESTER sind nur aus Langeweile am klingeln. Auch das Personal hat nur zwei Beine und kann nicht überall gleichzeitig sein.",17_ein patient_arzt und_mit ärzten_und unangenehm,"ein patient, arzt und, mit ärzten, und unangenehm, unangenehm sind, geholfen wirklich, unangenehm, ernsthaft hilfe, wenigstens geholfen, schlecht wenn",17
80,"Ich verstehe die arbeitsmoral in diesem Krankenhaus nicht, man kommt um 6 Uhr morgens in die notaufnahme mit starken Schmerzen die durch einen Verkehrsunfall kamen und man wird erstmal ins Wartezimmer geschickt und wartet über 2 Stunden ohne das irge || Das allerletzte Krankenhaus man wartet eine Ewigkeit um dann gesagt zu bekommen es dauert noch eine Ewigkeit ... Unorganisiert und einfach nur Chaos ! || Dieses Krankenhaus ist das aller letzte!!!! Man muss unbedingt am Samstag eingechecken und bekommt bis einschließlich Sonntag keinerlei Behandlungen. Da hätte es auch am Montag gereicht. …",18_zimmer kommt_wartezeiten in_wartezeiten von_man wartet,"zimmer kommt, wartezeiten in, wartezeiten von, man wartet, krankenhaus man, wartet man, notaufnahme selbst, bis sie, man nach, und unverschämt",18
71,Die telefonische Kontaktaufnahmen ist so gut wie unmöglich. Ich habe 3Tage gebraucht um jemand ans Telefon zu bekommen. Lediglich bei Einschaltung des AB zum Ende der Erreichbarkeit war man außerordentlich pünktlich. Nachdem ich endlich jemand erreic || Unfreundlich ihm telefon und im echten leben auch ich würde nicht mal ein stern geben || Richtig unfreundlich am Telefon auf nachfrage wie viel in der Notaufnahme ist sagt die weiß nicht und tschüss. Eigentlich 0 Sterne,19_arzt sein_krankheitsfälle häufen_chefärztlicher_krankheitsfälle,"arzt sein, krankheitsfälle häufen, chefärztlicher, krankheitsfälle, gelegt falsche, psychisch gesunder, ärgerlich eine, sinnlos vertan, und ärgerlich, warteschleife habe",19
69,"Update: So, nachdem die Operation jetzt gelaufen ist, muß ich tatsächlich meine Rezension ein bisschen überarbeiten ;-) Die Voruntersuchungen am Dienstag liefen gut ab. Ein bisschen lange Wartezeit, aber man hatte mich darauf hingewiesen, dass es bis || Leider finde ich die Wartezeit von mehreren Stunden zu lang. Vor 1 Jahr lag ich dort über 5 Stunden mit starken Symtomen bis ich endlich um 1.30 Uhr in der Nacht auf ein Zimmer kam. Dieses Mal über 3 Stunden.....und es wurde wieder 1 Uhr in der Nacht || Ich war gestern, wegen einer Schnittverletzung, in der Notaufnahme der Ammerland Klinik. Obwohl einige andere Patienten da waren, war die Wartezeit recht kurz. Bei anderen Ärzten, hatte ich trotz Termin schon wesentlich längere Wartezeiten. …",20_kassen patienten_betriebsarzt_verschoben obwohl_operiert werden,"kassen patienten, betriebsarzt, verschoben obwohl, operiert werden, seit stunden, op termin, am dienstag, termin schon, auch vorher, muss für",20
63,"Als Begleitperson zu einer Ultraschalluntersuchung abgewiesen wegen einen nicht vorhandenen negativen Test. Aber meine Frau brauch keinen obwohl sie auch nur ein Besucher zu einer Untersuchung ist? Verstehe den Sinn nicht. Sie dürfte Corona rein trag || Dieses Krankenhaus hat aus der Vergangenheit nichts gelernt. Es wird öffentlich suggeriert das Operationen derzeit nicht durchgeführt werden können aufgrund von Personalmangel. Patienten mit lebensbedrohlichen Erkrankungen aber schon! Als Grund wird  || So optisch und alles super Personal und auch haus. Sicherheitsdienst , bisschen schwach. Wollen ein was von coronavirus erzählen aber haben selbst keine maske auf. Beste Vorbilder. OP geht zügig das ein plus Punkt. Aber das entlassen. Das ist eine re",21_diesem klinik_klinik besonders_ernsthaft sorgen_therapie angenommen,"diesem klinik, klinik besonders, ernsthaft sorgen, therapie angenommen, coronapause einfach, ungeimpften, kümmern sollen, nicht nachdem, besuchszeit, besuchszeiten",21
50,"Meine ( unsere Schwester) lag 4 Wochen auf der Palliativ Station und ich würde sogar noch mehr Sterne geben wenn's möglich wäre! Sie wurde so herzlich und liebevoll versorgt. Auch wir und unserer Familie hat es an nichts gefehlt. Alles was zeitlich u || Wir waren nachts in der Kinderklinik aufgrund eines Krampfanfalls und wurden hervorragend versorgt. Ein großes Dankeschön an Krankenschwester Anna, die selbst um 4 Uhr morgens noch ein Lächeln auf den Lippen hatte. Vielen Dank für ihr Verständnis bei || Die Pflegekräfte und Ärzte der Station A10/A11 sowie die daran gelegene Intensivstation haben sich aufopferungsvoll um meine Mama bis zu ihrem letzten Tag gekümmert. Ich bin sehr dankbar, dass sie diese lieben Menschen um sich hatte, dies hat einiges",22_im paulinenkrankenhaus_betreuung meiner_pfleger oder_alle pfleger,"im paulinenkrankenhaus, betreuung meiner, pfleger oder, alle pfleger, paulinenkrankenhaus, krankenschwester in, gut behandelt, gekümmert haben, liebevolle betreuung, liebevoll betreut",22
49,Besucherzeit ab 12:00 Uhr bis - 17:30 Was soll den sowas? Cornonazeit ist vorbei oder lebt ihr noch in der Steinzeit 🤦😡 || Musste über ne Stunde warten für eine vorab festgelegten Termin. Das hätte man besser organisieren können. || Sitzt man mit nem bandscheibenvorfall 3.5 stunden vor der notaufnahme und nix passiert..,23_unaufmerksam hatten_furchtbar empfang_fälschlicherweise mal_verschoben und,"unaufmerksam hatten, furchtbar empfang, fälschlicherweise mal, verschoben und, statt sondern, kein ende, nicht dran, gekommen aufgrund, stück niemand, einbestellt wenn",23
48,"Es ist für mich immer noch nicht nachvollziehbar, warum das Klinikum hier gebaut wurde. Weit entfernt von unseren größeren Städten, so müssen viele Menschen weite Wege in Kauf nehmen. Das Klinikum ist voll auf Individualverkehr ausgelegt, das zeigt s || Röntgen ohne Termin mit anschließendem Arztgespräch und ,das Ganze, mit wenig Wartezeit. Ich hatte nur mit freundlichen Menschen zu tun. Alles gut organisiert. Trotz Baustelle im Außenbereich, gute Parkmöglichkeiten. || Der Parkplatz ist eine Katastrophe Das System ist undurchdacht. Wenn man den Parkplatz verlassen will und an der Schranke steht, muss man ggf. 1 € zahlen. Und wo steht der Automat wo man den Euro einwerfen muss ? Nicht an der Schranke nee 20 Meter we",24_krankenhaus muss_zum krankenhaus_unverschämt wirklich_krankenhaus kommt,"krankenhaus muss, zum krankenhaus, unverschämt wirklich, krankenhaus kommt, mein krankes, um überhaupt, nicht nachvollziehbar, oder zumindest, der schranke, nicht direkt",24
44,"Man darf sich nicht verletzen, stundenlange Wartezeit. Aber die versicherten Karte da sind sie schnell || Nichts los aber Wartezeiten unglaublich lange || Also schlimmer kann es nicht sein. Mit Termin enorme Wartezeit. Obwohl nicht viel los war. Aber das Personal wirklich sehr unfreundlich und tatal überfordert.",25_lieblingspatient oder_lieblingspatient_oberarzt sehr_sehr unfreundliches,"lieblingspatient oder, lieblingspatient, oberarzt sehr, sehr unfreundliches, verletzen stundenlange, unfreundlich sehr, schreckliche wartezeiten, noch inkompetent, personal unfreundlichliches, unfreundlich nicht",25
41,"das war das Frühstück vom 09.02.2020 meines an Demenz erkrankten Vaters, der zusätzlich auch noch fixiert wurde. Die dringend notwendigen Tabletten wurden einfach so hingestellt, ohne darauf zu achten, ob sie mein Vater überhaupt eingenommen hat. Ich || Also wirklich eine sehr schlechte klinik man darf sich noch Nichtmal was kochen selber und abend wird das Brot und Brötchen eingeschlossen man geht hier Wirklich mit Hunger ins Bett kann ich wirklich kein empfehlen vor der Klinik werden drogen verkau || Seit fünf Stunden warte ich auf eine Darmspiegelung Seit 5 uhr vor der Untersuchung nichts mehr gegessen nichts mehr getrunken so dass ein regelrecht schlecht wird vor Hunger finde ich einfach eine Frechheit und Unverschämtheit Patienten so …",26_klinikvon neben_der klinikvon_aufenthalt also_naja geht,"klinikvon neben, der klinikvon, aufenthalt also, naja geht, auch eher, eher naja, dort abbrechen, therapie dort, was dazu, aktuell",26
35,"schlechtes Krankenhaus, einige Pflegekräfte haben den Beruf sowas von verfehlt. Patienten wie Mist zu behandeln, nur weil sie nicht schlank sind. Es ist egal ob dick oder dünn, groß oder klein, schwarz oder weiß. Mensch ist Mensch Nix anderes und wen || Habe grade mein Vater her gebracht mit dem Verdacht auf Schlaganfall und muss sagen ich wurde nirgendwo so unhöflich und arrogant empfangen wie hier. Eine sehr unfreundliche unhöfliche Frau, da fällt mir nix zu ein. Ich möchte dieses Krankenhaus nich || Ich habe noch nie so ein schmutziges Krankenhaus erlebt mit so einem unqualifizierten Personal (Ärzte und Pfleger)die sich in Frechheit und Inkompetenz gegenseitig überbieten. Ich wünschte, ich hätte positives zu berichten aber es ist so ,es ist einf",27_unfreundlich die_arrogant_schwerstkranken menschen_schlank sind,"unfreundlich die, arrogant, schwerstkranken menschen, schlank sind, schwerfallen eines, freundlich menschlich, fassungslos hoffentlich, als pflegekraft, bin völlig, schädigen wer",27
