count,example_snippets,name,top_terms,topic_id
157,"Ich war zur Bandscheiben OP dort im Krankenhaus. Von der Notaufnahme bis zur Station alles tip top. Sehr kompetente Ärzte und sehr fürsorgliches und freundliches Pflegepersonal. Da können andere Krankenhäuser sich ein Beispiel dran nehmen Kann ich nu || Ich war meine Freundin besuchen da.Aber sonst ist das Krankenhaus sehr gut,nettes Personal da und Fachkompentz. || Das Krankenhaus hat mir in meinigen Krankheit sehr gut geholfen ich würde es 100 %tig weiter empfehlen ich bin sehr stolz auf das ganze Àrztepersonal und auch noch auf das Pflege Personal z. B. Krankenschwester, Krankenpfleger usw. Sie sind Freundlic",16_betreuung ärzte_liebenswürdige betreuung_krankenhaus empfehlen_freundliche krankenschwester,"betreuung ärzte, liebenswürdige betreuung, krankenhaus empfehlen, freundliche krankenschwester, nett hilfsbereit, meine erfahrungen, krankenhaus hervorragend, gutes krankenhaus, ich fühlte, fühlte mich",16
152,"Eine Woche habe ich hier verbracht wegen einer Knie TEP. Vielen Dank an die Station W21. Es hat mir gut gefallen. Schwestern, Ärzte, Physiotherapeuten, Zimmer, Schmerzmittelversorgung, Mittagessen war immer schmackhaft. Es gibt nur eine Sache, die mi || Hallo, ich habe hier ein neues Kniegelenk ( TEP ) bekommen. War alles sehr problemlos und professionell. Aufnahme schnell und kompetent. Ärzte freundlich und kompetent. Pflegepersonal nett und freundlich, immer ein nettes Wort für die Patienten. Esse || Das Gelenkzentrum und der Krankenhaus Aufenthalt nach der Knie OP sind nur zu empfehlen. Ich habe mich ganz toll aufgehoben gefühlt. Sehr kompetent, freundlich und toller Service. OP sehr gut verlaufen. Ich war das zweite Mal vor Ort und kann nur gut",17_dr piatrou_dr tröger_von dr_dr böker,"dr piatrou, dr tröger, von dr, dr böker, ostemed klinik, dr petschallies, dr hankemeier, dr liedke, dr beckmann, physio",17
152,"Super sympathisch,sehr kompetente Ärzte helle freundliche Ambiente || Sehr gute Ärzte und Personal sehr freundlich. || Abteilung ""Med. 1"": Hervorragender Chefarzt mit einem ausgeprägten Wissen und Können in chirurgischer, als auch in ambulanter Hinsicht. Hervorragende Oberärzte der Abteilung ""Med. 1"". Pflege / Unterkunft absolut sehr höflich und freundlich sowie sehr",18_hochkompetente ärzte_hervorragende oberärzte_qualifizierte ärzte_ärzte dr,"hochkompetente ärzte, hervorragende oberärzte, qualifizierte ärzte, ärzte dr, kompetente ärzte, sie doktor, nette ärzte, pflegepersonal und, freundliches pflegepersonal, viele ärzte",18
136,"Das ganze Personal super Nett 👌 die Schwestern alle total freundlich und auch das OP Team einfach Klasse 👍👍 da kann sich so manches KH eine Scheibe von abschneiden … || Wurde am 23.4.24 an der Schulter operiert, alle sehr freundlich und super Team kann man nur weiterempfehlen. Viele Grüße || Super nettes und freundliches Team, vielen Dank 🥰 …",19_klasse klinik_krankenschwestern anmeldung_ein kompetentes_und kompetentes,"klasse klinik, krankenschwestern anmeldung, ein kompetentes, und kompetentes, kompetentes herzliches, kranken und, kompetent eigenschaften, nettes und, danke euch, kompetent obwohl",19
128,Wo I Ist Patricia meine grośse Liebe. Ich glaube es war einmal || Alles ist gut || Ich kann nicht meckern,20_gut gewesen_gut volle_gut wunderbar_alles gut,"gut gewesen, gut volle, gut wunderbar, alles gut, danke alles, gut alles, gut allgemein, beste aller, gut tipp, gut immer",20
126,Ich war nur eine Nacht hier aber rundum zufrieden!!😊 … || Bin sehr zufrieden. || Also bei mir ist alles super gelaufen.,21_zufrieden gewesen_bestens zufrieden_zufrieden habe_zufrieden ich,"zufrieden gewesen, bestens zufrieden, zufrieden habe, zufrieden ich, wohlgefühlt bin, rundum zufrieden, zufrieden in, dankbar mir, zufrieden mir, wohlgefühl war",21
125,"Ich war hier auf der Station N33 und war wirklich sehr zufrieden. Schwestern, Pfleger, Ärzte, alle waren freundlich, haben sich Zeit genommen und zugehört. Ich war schon öfter im Krankenhaus, hier aber zum ersten Mal und ich wurde noch nie so gut beh || Tolles Krankenhaus. Fast alle Schwestern und Pfleger sind sehr nett und motiviert. Ein Stern Abzug gebe ich für die lange Wartezeit vor der Operation. Ansonsten habe ich mich während des Aufenthalts sehr wohl gefühlt. || Ich habe im Agaplesion Klinikum entbunden und hab mich ganz wohl gefühlt. Die Schwestern waren super. Ich fand Schwester Cora besonders sympathisch. Viele Grüße!",22_besonderen dank_dürfte danke_war danke_nette schwestern,"besonderen dank, dürfte danke, war danke, nette schwestern, und mitfühlend, sehr aufmerksam, schwestern sehr, klinikum entbunden, liebe schwestern, guten job",22
116,"Ich wurde am 10.6 mit Herzinfarkt in die Notaufnahme eingeliefert. Keine 15 Minuten später war ich im Herzkatheterlabor und es wurden mir 4 Stents implantiert, mir somit also das Leben gerettet! Von dort aus ging es über Nacht auf die Intensiv-Statio || Hervorragende Betreuung im Agaplesion Klinikum Schaumburg – herzlichen Dank! Ich war vom 4. bis 7. August 2025 wegen akutem Vorhofflimmern in der Notaufnahme des Agaplesion Klinikums Schaumburg. Ich leide schon seit längerer Zeit an Herzrhythmusstöru || War I'm Agaplesion Klinikum zu einer Herzkatheter Untersuchung und möchte mich auf diesem Weg bei dem Pflegepersonal und Ärzten von der Intensiv und Wachstation sowie den behandelnden Schwestern und Fachärzten welche bei mir den Herzkatheter gesetzt ",23_johannes hospital_dr napp_dr jaber_im herzkatheterlabor,"johannes hospital, dr napp, dr jaber, im herzkatheterlabor, schüchtermann klinik, herzchirurgie ich, herzkatheterlabor, herzkatheter labor, herzklappenoperation, herzinfarkt dort",23
114,"Ich habe da gelegen, essen ist gut, Schwestern sind alle sehr freundlich, erfüllen die fast jeden Wunsch, wenns eben möglich ist, Ärzte und Oberärzte sehr sehr freundlich, und die nehmen sich auch Zeit für dich, damit du mit ihnen über deiner Sache s || Not Aufnahme,sehr nette Schwester , kompetente Beratung und Betreuung.Der Ausblick Ist vom 5stock atemberaubend schön. || Super Team. Die Schwestern , Ärzte oder Reinigungspersonal , sind alle sehr freundlich, geduldig und kompetent.",24_danke sehr_nette schwestern_lieb kümmern_gut schwestern,"danke sehr, nette schwestern, lieb kümmern, gut schwestern, lächeln danke, freundliche ärzte, und nette, pfleger gute, nette und, freundliche schwestern",24
105,Top Betreuung auf der Gyn/ Geb! Alle bestens umsorgt und engagiert! Absolute Empfehlung || Sehr gute Betreuung in der Viszeralchirugie und Anästhesie. Schnelle Terminvergabe und sehr gute Informationsweitergabe. || Sehr schnelle und freundliche Behandlung. Ruhige Atmosphäre.,25_gute fachkräfte_fachkräfte gute_empfehlenswert sehr_gute ärztliche,"gute fachkräfte, fachkräfte gute, empfehlenswert sehr, gute ärztliche, behandelt gute, leute empfehlenswert, kompetend freundliches, empfehlung sehr, mitarbeiter hochprofessionelle, und freundliche",25
98,"Sehr schnelle Aufnahme und Ärzte waren sehr freundlich Essen war auch super lecker || Ich war zum vierten Mal in diesem Krankenhaus zu einer OP und kann mich nur bedanken .Es waren alle nett und zuvorkommend und haben mir die Angst genommen vor dieser OP und vor allem auch nach der OP waren alle sehr nett.Auch das Essen war … || Ich war zwei Wochen hier als Patient, ich habe nur POSITIVES zu berichten, hatte auch sehr viel Glück mit meinen Bettnachbarn ! Es wurde mir immer geholfen, als erstes mit meinem Gepäck. Das Essen ist abwechslungsreich und gesund, da wird jeder satt ",26_ergotherapeuten gerne_gesund_gesund da_betreut alle,"ergotherapeuten gerne, gesund, gesund da, betreut alle, und gesund, entsprechend danke, schnell geheilt, seelsorge im, gesund ich, erwartungen entsprechend",26
96,Ende/ Aus / Vorbei... ! Wir sind geschockt...... !!! || 🙏🙏🙏❤️ … || 👍🏻 …,27_freundliche hılfsbereıte_ganze personel_hılfsbereıte dame_sabıne korn,"freundliche hılfsbereıte, ganze personel, hılfsbereıte dame, sabıne korn, entbindungsstation zum, sofort berichtet, immer empfehlen, sind geschockt, hatte smezeen, hren lıebevollen",27
96,"Ich war dort wegen einer komplizierten Hand-Op. Man ist vorher gut aufgeklärt worden. Haben sich Zeit gelassen und jede frage beantwortet. Am Tag wie die OP war, waren alle sehr freundlich und Gewissenhaft, weil die nochmal viele Sachen nachgefragt h || ich wurde notfallmässig eingeliefert.in der notaufnahme gab es die üblichen langen wartezeiten und wenig informationen.auch gab es einige sprachbarrieren. der aufenthalt auf station entschädigte für alles.super nettes, kompetentes personal und reizen || Ich wurde im ambulanten OP operiert. Das Team hat sich ganz toll gekümmert und war sehr bemüht. Ich wurde sehr gut aufgeklärt und habe mich die ganze Zeit sehr gut aufgehoben gefühlt. Es war schon die zweite OP dort. Ich sage herzlich DANKE!",28_pflegepersonal ist_super betreut_betreut auch_hilfsbereite stationsärztinnen,"pflegepersonal ist, super betreut, betreut auch, hilfsbereite stationsärztinnen, kompetent betreut, oberarzt der, nett haben, tolle station, zufrieden ich, nachbehandlung",28
94,"Das Gelenkzentrum im Klinikum in Vehlen. Von der Terminvergabe bis zur Untersuchung. Alles bestens. … || Schönes, neues Klinikum. Angenehmes Ambiente. Fachpersonal sehr freundlich, hilfsbereit , entgegenkommend, umsichtig. || Tolle Klinik, kompetent und freundlich",29_tolle klinik_klinik sehr_gutes klinikum_klinik gute,"tolle klinik, klinik sehr, gutes klinikum, klinik gute, klinik hier, gute klinik, klinik ist, klinik diese, klinik die, empfehlenswerte klinik",29
91,Nur nettes Personal. Traumhafte Aussicht. Gutes Fernsehgerät. || Sehr freundlich.Von sehr gut aufgeklärt und beraten worden.Schwestern sehr freundlich.Immer wieder || Nette Leute!,30_geholfen sehr_fein alle_nette beratung_warenannahme sehr,"geholfen sehr, fein alle, nette beratung, warenannahme sehr, sehr höflicher, freundlich sehr, korrekt freundlich, freundlich toll, empfehlen empfang, besonders guter",30
90,"Vielen Dank an die Neurologie Station ! Von Krankenschwester bis hin zum Oberarzt, kann ich nur positives berichten. Sehr freundliches Personal mit viel Erfahrung und Wissen. Alle Behandlungen liefen gut und ohne Komplikationen ab. Super Team ! || Mein Mann lag jetzt auf der Neurologie zur Ursachenfindung. Es ist eine sehr kompetente Station. Die Ärzte sind sehr gründlich in den Untersuchungen vorgegangen. Die Ärzte sowie die Schwestern sind sehr nett und fürsorglich. Danke an das Team der Neu || Die neurologie ist super! Alle waren immer bemüht, auch als Angehörige wurde man immer informiert und alle waren immer sehr freundlich. Wir können wirklich nichts negatives berichten",31_neurochirurgischen station_neurochirurgie die_der neurochirurgischen_für neurochirurgie,"neurochirurgischen station, neurochirurgie die, der neurochirurgischen, für neurochirurgie, und neurochirurgie, neurochirurgie auf, neurochirurgischen, die neurochirurgie, neurochirurgie und, neurochirurgie ist",31
86,"Kompetenz und Personal gut bis sehr gut. Abwertung ausschließlich durch den abgrundtief schlechten Caterer. Keins der warmen Essen war auch nur Schulnote 4. Widerlich gewürzte Kartoffelsuppe oder unglaublich zähes Rindergulasch... Ungenießbar trifft  || Die Ärzte und Schwestern sind alle prima auf der W21. Nur das Essen ist trocken und geschmacklos. || Ich kann die schlechten Bewertungen nicht nachvollziehen. Das Essen ist für ein Krankenhaus hervorragend, es gibt freies WLAN und freies TV. Das Personal ist freundlich und immer auf Zack, die Betten sind bequem. Kleiner Minus Punkt ist, es gibt kein",32_ärzte nehmen_ist soweit_nach abspeisung_ärzte wirkten,"ärzte nehmen, ist soweit, nach abspeisung, ärzte wirkten, soweit auch, ein krankenhaus, super vom, ungenießbar, ist für, ist merkt",32
75,"Ich kam mit Verdacht auf Schlaganfall am 16.04.2025 in die Klinik und wurde sehr schnell nett und freundlich behandelt. Alle waren sehr lieb die Ärzte und auch das Pflegepersonal nahmen mir schnell die Angst vor dem Krankenhaus. Ich bin begeistert || Ein großes Dankeschön gilt der Anästhesie der ambulanten OP. Ich war aus einem anderen Krankenhaus (Mühlenkreis) doch deutlich vor geschädigt was meine Narkoseerfahrung anging und bin mit Panik in meine Kreuzband OP gestartet. Habe mich bereits Tage  || Ich habe vor knapp vier Wochen in Vehlen entbunden und bin aufgrund von positiven Erfahrungen von Bekannten dorthin gegangen. Tatsächlich wurden meine Erwartungen durchweg erfüllt. Wir hatten vielleicht auch das Glück, dass in der Nacht sehr wenig im",33_narkosearzt_der narkosearzt_beruhigungsmittel_wieder operiert,"narkosearzt, der narkosearzt, beruhigungsmittel, wieder operiert, zu beruhigen, engagierte ärztin, pfleger es, aufklärungsgespräch war, beruhigen, wohlgefühlt ich",33
72,Vielen Dank für Hilfe .... || Danke das es euch gibt! || Danke!,34_das krhklinikum_krhklinikum_krhklinikum neustadt_lebensretter danke,"das krhklinikum, krhklinikum, krhklinikum neustadt, lebensretter danke, hüfte bedanken, kollegen danke, dir gesundheit, pflege medikamente, gesundheit vielen, geholfen vielen",34
72,"Super informativer Infoabend für werdende Eltern. Man konnte sich schon alles anschauen. Super netter Chefarzt und Hebammen die sie sich die Zeit genommen haben. || Ich habe meine beiden Kinder hier entbunden und würde auch das Krankenhaus immer weiter empfehlen. Das Essen ist gut, abwechslungsreich, wählbar und ausreichend. Die Schwestern und Hebammen sind freundlich, zuvorkommend und wirken auch nach regelmäßi || Tolle freundliche Ärzte, nehmen sich Zeit und sind besonders lieb auch zu kleinen Kindern. Durften 2 x gute Erfahrungen machen und hatten nur kurze Wartezeiten.",35_klinikumspersonal waren_klinikumspersonal_tolle kinderärzte_kinderklinik sehr,"klinikumspersonal waren, klinikumspersonal, tolle kinderärzte, kinderklinik sehr, kinderärzte sehr, gute kinderklinik, kinderkrankenschwestern vielen, kinderhospitals im, klinikkonzernen zu, kompetente kinderärzte",35
68,"Schnell kompetent gerne wieder || Sehr freundlich und kompetent. Gerne wieder! || Kompetent, schnell, sympathisch",36_entlassung freundlich_sehr professionell_kompetent freundlich_aufgehoben professionell,"entlassung freundlich, sehr professionell, kompetent freundlich, aufgehoben professionell, sehr professionel, aufnahmezeit freundlich, kompetent sehr, kompetent gerne, hoffentlich kompetent, professionalität sehr",36
67,"Wir waren in der Augenarzt Praxis. Bei den Voruntersuchungen wurde alles gut erklärt, mein Vater hatte keine Angst vor der unangenehmen Spritze! || Sehr gute Augenklinik mit nettem Personal. Meine Ärztin ist auf dem neusten Stand der Medizin und berücksichtigt in ihrer Diagnose und Behandlung individuelle Umstände. Die Diagnose wird verständlich erklärt und es wird sich trotz hoher Auslastung Ze || Für mich persönlich der beste Augenarzt in dessen Betreuung ich mich in 18 Jahren als Trägerin einer Brille bisher befunden habe. Ein Arzt der noch mitdenkt und sich für seine Patienten interessiert. Der selbst nachforscht, um bestmöglich zu helfen. ",37_patientenaufkommen_augenklinik kann_augenklinik ist_augenklinik mit,"patientenaufkommen, augenklinik kann, augenklinik ist, augenklinik mit, beste augenklinik, augenklinik und, augenarzt war, die augenklinik, augenklinik, guter arzt",37
