count,example_snippets,name,top_terms,topic_id
139,"Meine ( unsere Schwester) lag 4 Wochen auf der Palliativ Station und ich würde sogar noch mehr Sterne geben wenn's möglich wäre! Sie wurde so herzlich und liebevoll versorgt. Auch wir und unserer Familie hat es an nichts gefehlt. Alles was zeitlich u || Meine Mutter wurde mit dem Verdacht auf einen Schlaganfall in die Neurologie eingeliefert und umfassend untersucht. Die Schwestern und Pfleger und auch der Sozialdienst haben sich sehr liebevoll und kompetent um meine Mutter gekümmert. Ich wohne weit || Ich kann nur Positives über die Klinik berichten, meine Mutter wurde mit einem Oberschenkelhalsbruch eingeliefert. Sowohl die Ärzte*innen, die Mitarbeiter*innen der Notaufnahme, der Stationen W21 und N31 sind stets bemüht und kümmern sich rührend um ",19_im paulinenkrankenhaus_patienten fühlen_die pflegepersonal_gut behandelt,"im paulinenkrankenhaus, patienten fühlen, die pflegepersonal, gut behandelt, betreuung meiner, paulinenkrankenhaus, die therapeuten, betreuung unserer, pflegekraft sind, sehr dankbar",19
135,"Station 3 war super! Nette Schwestern und Pfleger, tolles Op Team, Essen extra lactosefrei! Ich fühlte mich gut aufgehoben und kann das Krankenhaus nur weiter empfehlen. || Jede Station ist sicher etwas anders zu bewerten. Ich war in der 4. Etage im QE und ich und meine Mitpatienten hatten nicht wirklich was zu meckern. Sicher, ich hatte auch gute Mitpatienten, wodurch es noch positiver wurde. Es gibt kompetente ärztlic || Ich war wegen starker Depression drei Monate stationär in der Klinik und zweieinhalb Monate in der Tagesklinik - und bin äußerst zufrieden mit dieser Einrichtung. Ärzte und Therapeuten sind untereinander sehr gut vernetzt, so dass jede:r …",20_akutstation_tagesklinik_mitpatienten_klinik ich,"akutstation, tagesklinik, mitpatienten, klinik ich, sehr geholfen, dankbar für, bin dankbar, zur ruhe, therapeut innen, klinik hat",20
132,"Sehr unfreundliches und arrogantes Personal in fast ALLEN Abteilungen. Man wird behandelt wie ein Mensch dritter Klasse. Ich habe mich total schlecht gefühlt. Es wird überhaupt nicht auf Ängste und Fragen eingegangen. Für mich klar: NIE WIEDER!!!!!!! || Die Mitarbeiter der Station A1 sind sehr unhöflich und launisch, || AKH: wenn fachliche Inkompetenz auf nicht wertschätzende zwischenmenschliche Umgangsformen trifft. Böse Kombi.",21_unhöfliches personal_einigen mitarbeitern_unfreundliche mitarbeiter_mitarbeiter sind,"unhöfliches personal, einigen mitarbeitern, unfreundliche mitarbeiter, mitarbeiter sind, mitarbeitern, respektlose mitarbeiter, krank deswegen, unprofessionelles, unhöflich und, unhöflich",21
131,"Das ganze Personal super Nett 👌 die Schwestern alle total freundlich und auch das OP Team einfach Klasse 👍👍 da kann sich so manches KH eine Scheibe von abschneiden … || Habe dort Entbunden und noch nie so ein liebes und tolles Personal gehabt! Hebamme, Helferin und Ärztin so lieb und toll. Einfach nur positiv begeistert!!! Nochmals vielen Dank ☺️ || Hab mich sehr gut aufgehoben gefühlt im OP, Aufwachraum und ZAO! Tolles Team!",22_und pflegerinnen_pflegerinnen im_mitarbeiter super_sehr nettes,"und pflegerinnen, pflegerinnen im, mitarbeiter super, sehr nettes, und kompetentes, so dankbar, kompetentes, sehr wohl, grosses danke, super freundlich",22
120,"Es ist für mich immer noch nicht nachvollziehbar, warum das Klinikum hier gebaut wurde. Weit entfernt von unseren größeren Städten, so müssen viele Menschen weite Wege in Kauf nehmen. Das Klinikum ist voll auf Individualverkehr ausgelegt, das zeigt s || Das ganze Areal macht einen sehr sauberen und Ordentlichen Eindruck. Der Empfangsbereich ist sehr gut strukturiert und hell. Sehr freundliches und hilfsbereites Personal. Parkplätze sind vorhanden aber Kostenpflichtig. Wartezeiten muss man in Kauf ne || Leider lässt der Besuch im Krankenhaus einen bitteren Nachgeschmack. Teure Parkgebühren für Patienten finde ich Asozial.",23_am krankenhaus_krankenhaus zusätzlich_kvn sprechstunde_stunde kostet,"am krankenhaus, krankenhaus zusätzlich, kvn sprechstunde, stunde kostet, abschleppen lassen, eingang des, dem gelände, anfahrt, rezeption befindet, und abschleppen",23
113,"Die Spezialität dieses Krankenhauses || Sollte ich mal ins Krankenhaus müssen, dann möchte ich hier in das nigelnagelneue Agaplesion Krankenhaus in Obernkirchen. All das was ich bei einem Besuch gesehen habe, hat mir sehr gut gefallen. Helle freundliche 2 Bett-Zimmer und überall eine anspr || Modernes Krankenhaus",24_allgemeinkrankenhaus_gepflegtes krankenhaus_ausgezeichnetes krankenhaus_krankenhäuser gutes,"allgemeinkrankenhaus, gepflegtes krankenhaus, ausgezeichnetes krankenhaus, krankenhäuser gutes, bessere krankenhäuser, krankenhaus ein, eidensten krankenhäuser, krankenhaus sehr, krankenhäuser, gutes krankenhaus",24
108,"Ich kann das KH Bad Pyrmont nur empfehlen, wenn man schon dahin muss, dann in dieses. Ich komme selbst aus Detmold und da wollte ich auf keinen Fall hin. Ich bin um ca. 22:00 in der Notaufnahme angekommen und wurde nach 10 min. bereits versorgt. Was  || Am Wochenende waren wir in der Notaufnahme und ich war wirklich begeistert. Alle waren sehr freundlich, ich bin sofort dran gekommen. Röntgen ging super flott, der Arzt hat mir alles verständlich erklärt. Nichteinmal eine Stunde hat alles gedauert un || Nachdem ich aufgrund einer tiefen schnittverletzung der rechten hand das Krankenhaus aufsuchen musste , wurde mir hier bestens geholfen. Der junge Arzt der mich behandelt hat machte einen sehr kompetenten Eindruck und war super Freundlich. Also ich k",25_mitpatienten waren_behandelt hat_schnell behandelt_borromäus hospital,"mitpatienten waren, behandelt hat, schnell behandelt, borromäus hospital, vom rettungsdienst, notaufnahme gewesen, kompetent behandelt, notaufnahme und, mich behandelt, ambulante notaufnahme",25
103,"Wer nicht nach Hannover fahren möchte und das Sana Klinikum in Hameln verständlicher Weise meiden möchte, empfehle ich und meine Frau dieses Krankenhaus. Sehr diskret und einfühlsam in Bezug auf empfindliche Diagnosen und Behandlungen. Man hat hier n || Zuletzt 2012 hier gelegen, damals waren noch sehr gute Ärzte in diesem Krankenhaus, die auch sehr gut deutsch gesprochen haben und auch verstanden haben. Zumal ich dort 4 Wochen lag und sehr zufrieden gegangen bin. 2023: Eines der … || 🌟🌟🌟🌟🌟 Ich hatte mehrfache Aufenthalte im Bundeswehrkrankenhaus Hamburg, und ich kann mit Freude sagen, dass ich dort stets hervorragend behandelt, beraten und gepflegt wurde. Die Ärzte, das Pflegepersonal und das gesamte Team haben sich außerordentli",26_im bundeswehrkrankenhaus_pflegepersonal und_das bundeswehrkrankenhaus_hospitals,"im bundeswehrkrankenhaus, pflegepersonal und, das bundeswehrkrankenhaus, hospitals, klinik köln, uniklinik, bundeswehrkrankenhaus, johannes hospitals, uni klinik, top klinik",26
102,Die telefonische Kontaktaufnahmen ist so gut wie unmöglich. Ich habe 3Tage gebraucht um jemand ans Telefon zu bekommen. Lediglich bei Einschaltung des AB zum Ende der Erreichbarkeit war man außerordentlich pünktlich. Nachdem ich endlich jemand erreic || Unfreundlich ihm telefon und im echten leben auch ich würde nicht mal ein stern geben || Richtig unfreundlich am Telefon auf nachfrage wie viel in der Notaufnahme ist sagt die weiß nicht und tschüss. Eigentlich 0 Sterne,27_geduldsfaden ein_mein geduldsfaden_warteschleife habe_bekommen seit,"geduldsfaden ein, mein geduldsfaden, warteschleife habe, bekommen seit, rückmeldung mittlerweile, schon nervenaufreibend, seit einer, seit tagen, der warteschleife, unfreundlich am",27
98,"Total unhöfliche Schwestern. || Schwestern wirken stark genervt und teils extremst unfreundlich viele haben sich wohl den falschen Beruf ausgesucht, wenn sie auf die Bedürfnisse der Patienten eingehen sollen man meint ja eigentlich das Patientenwohl sollte an erster Stelle stehen.  || Die Schwestern können einen schon Leid tun. Sehr hoher Krankenstand und dann schreien irgendwelche Ideoten SCHWESTER sind nur aus Langeweile am klingeln. Auch das Personal hat nur zwei Beine und kann nicht überall gleichzeitig sein.",28_von patienten_ein patient_arzt und_entlassungsbericht,"von patienten, ein patient, arzt und, entlassungsbericht, im entlassungsbericht, entschuldigen, enttäuscht, chronisch, zimmer stehen, schwestern hier",28
98,"Bin im April im Bathildiskrankenhaus an der HWS operiert worden. Ich hatte totales Vertrauen zu den Ärzten die mich gründlich aufgeklärt haben. Auch nach der OP wurde ich vom Pflegepersonal sehr gut betreut. Danke an die Neurochirurgie || Vor der OP fühlte ich mich besonders in der Anästhesie gut beraten. Starte beruhigt in die Operation. || Ich war 10 Tage im Agaplesion auf der Station W31 und bin mehr als zufrieden. In der Orthopädie haben mir die Ärzt:innen um Prof. Jagodzinski ein wirklich gutes Gefühl gegeben, jede Entscheidung wurde kompetent erläutert und das Wichtigste - das Team",29_patientenaufnahme war_die patientenaufnahme_pflegepersonal sehr_der ammerlandklinik,"patientenaufnahme war, die patientenaufnahme, pflegepersonal sehr, der ammerlandklinik, chirurg sehr, zur betreuung, ammerlandklinik, der chirurgischen, operiert worden, gut beraten",29
83,"Ich verstehe die arbeitsmoral in diesem Krankenhaus nicht, man kommt um 6 Uhr morgens in die notaufnahme mit starken Schmerzen die durch einen Verkehrsunfall kamen und man wird erstmal ins Wartezimmer geschickt und wartet über 2 Stunden ohne das irge || Katastrophe! Patientenaufnahme nicht besetzt, dann soll man klingeln. Stunden vergehen bevor jemand kommt. NOTAUFNAHME wäre falsches Wort... ist ja wie bei der Bahn 🤬. Wenn sich dann jemand bequemt zu erscheinen wird man auch noch pampig angemacht, w || Das allerletzte Krankenhaus man wartet eine Ewigkeit um dann gesagt zu bekommen es dauert noch eine Ewigkeit ... Unorganisiert und einfach nur Chaos !",30_patienten mit_wartezimmer geschickt_krankenhaus noch_schreckliche klinik,"patienten mit, wartezimmer geschickt, krankenhaus noch, schreckliche klinik, notaufnahme ist, kümmern werden, personal kranke, ging jetzt, begleitende therapiegespräche, werden vollkommen",30
83,"Vor zwei Jahren BSV LWS und jetzt HWS. Beide OPs sind super gelaufen. Gute Aufklärung durch die Ärzte. Das ganze Personal immer freundlich und hilfsbereit. Da kann ich mich nur bedanken. || Edit: Das Beschwerdemanagement der Klinik zeigte sich gesprächsbereit, es gab einen freundlichen Mailwechsel, für den ich mich an dieser Stelle bedanken möchte! (...) 5 Sterne für das stark belastete, aber immer korrekt und menschlich auftretende Pfl || Bei meinem Schwiegervater wurde eine Gefässchirurgische Operation durchgeführt. Gelegen hat er auf der Neulologie . Von Aufnahme, Prämedikation, Betreuung durch Schwestern und Ärzte, Operation über Verpflegung und Information war alles optimal. Er ka",31_dr medic_medic_kann dr_und dr,"dr medic, medic, kann dr, und dr, dr dreisel, bei dr, der chirurgie, die gefäßchirurgie, dr klemm, von dr",31
