count,example_snippets,name,top_terms,topic_id
189,"Meine erste OP, meine erste Erfahrung. Ich bin positiv beeindruckt das es Menschen in diesen Bereichen mit solch einer tollen und guten Laune, mit soviel Freude und Sympathie arbeiten. Ich fühlte mich ab Minute 1 super aufgehoben und in guten Händen. || Ich habe hier im Oktober Entbindung gehabt und bin sehr zufrieden. Alle waren super freundlich und nett ! Ich habe mich richtig wohl gefühlt. || Ich musste zum Gelenkzentrum. Bis jetzt alles super Top 👍. Egal welches Personal alles suuuper freundlich und nett . Man fühlt sich gut aufgehoben …",13_personal_sehr_mich_freundlich,"personal, sehr, mich, freundlich, gut, gefühlt, aufgehoben, ich, alle, nett, kompetent, und",13
158,"Alle super nett und lieb , wurde schnell operiert und das essen ist auch gut grus an station o22 || Sehr freundliches Personal, gute Behandlung. Punktabzug fürs Mittagessen. 🙄 Zimmer aber ok. … || Super schöne Zimmer geworden 😊 war sehr nötig und hat sich gelohnt ☝🏻👍 …",14_essen_personal_zimmer_freundliches,"essen, personal, zimmer, freundliches, super, cafeteria, ist, haus, nettes, sehr, gut, service",14
157,"Nach einer Notaufnahme am Sonntag, den 6. April 2025 wegen verstopften Katheter in der Urologie im Klinikum Schaumburg gewesen. Mein Dank für die professionelle Behandlung durch die Oberärztin Galina Ross der Urologie und ihrem Team. Konnte nach erfo || Ich war Patient in der Urologie. Schade das es keine 10 Sterne gibt! Das Pflegepersonal ist sehr nett und zuvorkommend. Die Ärzte Super.Bin hervorragend aufgeklärt worden über die Op. Alles lief auch sehr gut.Alle sehr Freundlich obwohl alle Mitarbei || Bestes Krankenhaus! Urologie ist super sehr zu empfehlen. Dort arbeiten noch Schwestern, Ärzte und Personal denen der Patient wichtig ist. Alle sind freundlich und jederzeit Hilfsbereit. Wenn man schon krank ist kann man froh sein wenn man dort lande",15_urologie_der_ich_in,"urologie, der, ich, in, und, die, auf, sehr, das, op, urologische, team",15
149,"Eine Woche habe ich hier verbracht wegen einer Knie TEP. Vielen Dank an die Station W21. Es hat mir gut gefallen. Schwestern, Ärzte, Physiotherapeuten, Zimmer, Schmerzmittelversorgung, Mittagessen war immer schmackhaft. Es gibt nur eine Sache, die mi || Hallo, ich habe hier ein neues Kniegelenk ( TEP ) bekommen. War alles sehr problemlos und professionell. Aufnahme schnell und kompetent. Ärzte freundlich und kompetent. Pflegepersonal nett und freundlich, immer ein nettes Wort für die Patienten. Esse || Das Gelenkzentrum und der Krankenhaus Aufenthalt nach der Knie OP sind nur zu empfehlen. Ich habe mich ganz toll aufgehoben gefühlt. Sehr kompetent, freundlich und toller Service. OP sehr gut verlaufen. Ich war das zweite Mal vor Ort und kann nur gut",16_knie_neues_kniegelenk_bekommen,"knie, neues, kniegelenk, bekommen, habe, ich, dr, am, das, ein, op, bin",16
119,"Ich kann nur positives sagen, mein Papa war im Krankenhaus und ich habe noch nie so nettes Personal in einer Klinik gesehen. Wir haben immer super Auskunft bekommen. Wenn ich 8 Sterne geben könnte würde ich das tun ☺️ Danke für alles 🙏 … || Mein Vater musste sich in der Gefäßchirurgie einem Eingriff wegen mehrerer arterieller Verschlüsse im Bein unterziehen. Ich kann nur Positives berichten. Sehr freundliches Pflegepersonal. Organisatorisch macht alles einen sehr guten Eindruck. Dr. Sch || Mein Vater kam letzte Woche Donnerstag auf intensiv Station w11 er hatte ein Herz still stand wurde wieder belebt aber dir Ärzte meinten das es nicht gut aussieht ich musste ihn leider gehen lassen habe ihn dann von dem Beatmungs gerät nehmen lassen ",17_vater_mein_er_wir,"vater, mein, er, wir, papa, uns, vaters, ihm, ihn, und, wurde, intensivstation",17
114,"Hervorragende Betreuung im Agaplesion Klinikum Schaumburg – herzlichen Dank! Ich war vom 4. bis 7. August 2025 wegen akutem Vorhofflimmern in der Notaufnahme des Agaplesion Klinikums Schaumburg. Ich leide schon seit längerer Zeit an Herzrhythmusstöru || War I'm Agaplesion Klinikum zu einer Herzkatheter Untersuchung und möchte mich auf diesem Weg bei dem Pflegepersonal und Ärzten von der Intensiv und Wachstation sowie den behandelnden Schwestern und Fachärzten welche bei mir den Herzkatheter gesetzt  || Ich kamm am 23.04 in dieser klinikum für eine Herz Untersuchung und kamm ich ziemlich schnell dran und musste ich stationere bleiben. Muss ich sagen das ich sehr gut empfangen bin, hier sind zuverlässig, alle nett und hilfsbereit, danke an …",18_herzinfarkt_kardiologie_ich_herz,"herzinfarkt, kardiologie, ich, herz, mit, und, mich, herzkatheter, die, der, eine, untersuchung",18
108,"Not Aufnahme,sehr nette Schwester , kompetente Beratung und Betreuung.Der Ausblick Ist vom 5stock atemberaubend schön. || Super Team. Die Schwestern , Ärzte oder Reinigungspersonal , sind alle sehr freundlich, geduldig und kompetent. || Ich werde dort immer sehr gut und kompetent betreut. Bis auf 2 Na/Ja Schwestern sind alle wirklich total klasse genauso wie die Ärzte.",19_schwestern_ärzte_nette_sehr,"schwestern, ärzte, nette, sehr, sind, super, freundliche, und, die, pfleger, kompetente, nett",19
104,Top Betreuung auf der Gyn/ Geb! Alle bestens umsorgt und engagiert! Absolute Empfehlung || Sehr gute Betreuung in der Viszeralchirugie und Anästhesie. Schnelle Terminvergabe und sehr gute Informationsweitergabe. || Sehr schnelle und freundliche Behandlung. Ruhige Atmosphäre.,20_behandlung_gute_betreuung_schnelle,"behandlung, gute, betreuung, schnelle, sehr, versorgung, freundliche, kompetente, top, empfehlenswert, medizinische, nebenwirkungen",20
98,"War ,sehr gut . || War 2x zur OP ;Top 👍 … || EHEC ist der beste!",21_alles_top_beste_ok,"alles, top, beste, ok, super, bestens, gut, einfach, okay, wieder, gerne, jahren",21
96,"Ich war hier auf der Station N33 und war wirklich sehr zufrieden. Schwestern, Pfleger, Ärzte, alle waren freundlich, haben sich Zeit genommen und zugehört. Ich war schon öfter im Krankenhaus, hier aber zum ersten Mal und ich wurde noch nie so gut beh || Ich habe im Agaplesion Klinikum entbunden und hab mich ganz wohl gefühlt. Die Schwestern waren super. Ich fand Schwester Cora besonders sympathisch. Viele Grüße! || Auf der Station 4 wo meine Mama lag ging alles sehr freundlich rum Die Schwestern waren alle sehr nett zu meine Mama Die haben meine Schwester dann angerufen als es mit meine Mama zuende ging Sie ist dann am 17.12.2023 friedlich eingeschlafen 🖤 ❤️❤️❤",22_schwestern_schwester_station_auf,"schwestern, schwester, station, auf, nette, sehr, die, super, und, freundlich, ich, alle",22
94,"Vielen Dank an die Neurologie Station ! Von Krankenschwester bis hin zum Oberarzt, kann ich nur positives berichten. Sehr freundliches Personal mit viel Erfahrung und Wissen. Alle Behandlungen liefen gut und ohne Komplikationen ab. Super Team ! || Mein Mann lag jetzt auf der Neurologie zur Ursachenfindung. Es ist eine sehr kompetente Station. Die Ärzte sind sehr gründlich in den Untersuchungen vorgegangen. Die Ärzte sowie die Schwestern sind sehr nett und fürsorglich. Danke an das Team der Neu || 2023 - Neurologie Meine Frau und ich waren in den letzten Monaten mehrfach ambulant zur Behandlung im AKH. Wir wurden überwiegend von Herrn Dr. Emmer betreut. Man hat uns äußert freundlich, sehr aufgeschlossen und empathisch behandelt. Die Untersuchu",23_neurologie_neurochirurgie_der_und,"neurologie, neurochirurgie, der, und, neurochirurgischen, neurologische, dr, an, dank, neurologischen, die, für",23
87,"Ich bin der Ansicht, dass meine Frau dort vorerst in den richtigen Händen ist ... || Musste innerhalb kurzer Zeit gleich 2x mit meinem Mann in die Notaufnahme. Hut ab vor den Schwestern. Trotz jeder Menge Stress und teilweise sehr frechen Patienten wurden wir sehr schnell und freundlich behandelt. Ich kann diese negativen Bewertungen || Ich habe meine Frau mit Schmerzen Montags morgens um 2 Uhr in die Notaufnahme gebracht, zwei Minuten später war sie in Behandlung, Herzinfarkt. Kardiologin war kurze Zeit später vor Ort, 2 Stunden später war der Stent gesetzt! Und ich konnte meine Fr",24_frau_meine_wir_in,"frau, meine, wir, in, vielen, dank, waren, uns, hat, sehr, und, haben",24
80,"Schönes, neues Klinikum. Angenehmes Ambiente. Fachpersonal sehr freundlich, hilfsbereit , entgegenkommend, umsichtig. || Tolle Klinik, kompetent und freundlich || Lungenarzt und Abteilung sehr gut",25_klinik_gute_personal_ist,"klinik, gute, personal, ist, empfehlen, sehr, tolle, kann, klinikum, gutes, eine, moderne",25
80,Ende/ Aus / Vorbei... ! Wir sind geschockt...... !!! || 🙏🙏🙏❤️ … || 👍🏻 …,26_sabıne_korn_dddddddddddddddddddddddd_spitze,"sabıne, korn, dddddddddddddddddddddddd, spitze, 28, 04, niki, smezeen, atz, challo, 2099, fulgenda",26
74,Sehr gut. Lutz || Sehr Gut || sehr sehr gut,27_gut_sehr_exzellent_fantastisch,"gut, sehr, exzellent, fantastisch, abgelegen, hmdl, auzubildende, sejr, gute, bahandlung, ortskern, träger",27
73,"Ich wurde nach mehrfache Schulterbruch dort vom Gelenkzentrum Schaumburg operiert. Wenn nochmal dann wieder so! Meine Bewertung bezieht sich jetzt aber nur auf diese Krankenhaus leider weiss ich die Station nicht mehr muss an den guten Medikamenten l || Gestern Schulter OP gehabt, von Dr Barth. Alles sehr professionell von der Aufnahme bis zur Entlassung. Besonderen Dank dem Anästhesie Team für die tolle und entspannte Atmosphäre, im AWR auch super nett gewesen. Bin selber Anästhesie Pfleger und wei || Ich wurde im Januar 2021 nach einem Sturz ins Agaplesion-Klinikum Schaumburg in Obernkirchen eingeliefert und aufgrund komplizierter Brüche sofort an der Schulter operiert. Die Operation wurde durch den Oberarzt Jan Löns aus der Abteilung Unfallchiru",28_schulter_op_operiert_dr,"schulter, op, operiert, dr, an, ich, der, wurde, und, von, am, operation",28
67,"Wir waren in der Augenarzt Praxis. Bei den Voruntersuchungen wurde alles gut erklärt, mein Vater hatte keine Angst vor der unangenehmen Spritze! || Sehr gute Augenklinik mit nettem Personal. Meine Ärztin ist auf dem neusten Stand der Medizin und berücksichtigt in ihrer Diagnose und Behandlung individuelle Umstände. Die Diagnose wird verständlich erklärt und es wird sich trotz hoher Auslastung Ze || Für mich persönlich der beste Augenarzt in dessen Betreuung ich mich in 18 Jahren als Trägerin einer Brille bisher befunden habe. Ein Arzt der noch mitdenkt und sich für seine Patienten interessiert. Der selbst nachforscht, um bestmöglich zu helfen. ",29_augenklinik_auge_augenarzt_augen,"augenklinik, auge, augenarzt, augen, und, sehr, die, ich, mich, in, der, war",29
66,Vielen Dank für Hilfe .... || Danke das es euch gibt! || Danke!,30_danke_vielen_dank_für,"danke, vielen, dank, für, hilfe, eure, alles, geholfen, euch, deine, unkomplizierte, super",30
66,"Ich wurde durch meine Schilddrüsen OP hier behandelt. Selten so professionell von Anfang bis Ende betreut. Auf der Wachstation die Pfleger-/innen sind wirklich sehr hilfsbereit und versuchen einen die Schmerzen so erträglich wie möglich zu machen. Ic || Meine Erfahrungen in der Schmerzklinik fallen gemischt aus, wobei die positive Resonanz auf das medizinische Personal und die schmerzlindernde Wirkung des Aufenthalts überwiegt. Zunächst möchte ich meine tiefe Zufriedenheit mit der spezialisierten Sc || Ich war im November 2021 zur Schmerztherapie auf der Station 4. Ich würde jederzeit wieder dort hingehen! Alle sind sehr bemüht und versuchen einem weiterzuhelfen. Die Ärzte, Therapeuten und Schwestern sind ausgezeichnet und haben mich immer ernst ge",31_schmerztherapie_schmerzen_schmerzklinik_ich,"schmerztherapie, schmerzen, schmerzklinik, ich, die, und, ist, das, schmerzambulanz, der, war, ein",31
64,"Ich wurde super beraten,behandelt und aufgenommen. Alle leisten super Arbeit. Alles in allem einfach ein tolles Team und ein tolles Krankenhaus! || Das Pflegepersonal hat mich sehr gut versorgt,war nett und freundlich!! || Positiv .Sehr gute Schwestern .Sehr lieber Arzt DR Mo . Chefarzt Deep Sehr geradeaus und intelligent. Weniger gut fand ich das man zu mir sagt ich will wohl dableiben ,wenn ich 6 tage auf die Port OP warte,oder warten musste.Lustig fand …",32_sehr_gut_ärzte_mich,"sehr, gut, ärzte, mich, behandelt, freundlich, ich, personal, aufgehoben, und, pflegepersonal, gefühlt",32
62,"Super informativer Infoabend für werdende Eltern. Man konnte sich schon alles anschauen. Super netter Chefarzt und Hebammen die sie sich die Zeit genommen haben. || Ich habe meine beiden Kinder hier entbunden und würde auch das Krankenhaus immer weiter empfehlen. Das Essen ist gut, abwechslungsreich, wählbar und ausreichend. Die Schwestern und Hebammen sind freundlich, zuvorkommend und wirken auch nach regelmäßi || Tolle freundliche Ärzte, nehmen sich Zeit und sind besonders lieb auch zu kleinen Kindern. Durften 2 x gute Erfahrungen machen und hatten nur kurze Wartezeiten.",33_kinder_kinderstation_kinderklinik_kinderkrankenhaus,"kinder, kinderstation, kinderklinik, kinderkrankenhaus, super, sehr, kindern, tolle, und, ist, kinderärzte, ärzte",33
59,"Für die Notaufnahme vergebe ich 1 Stern für den Arzt der war echt in Ordnung. Wehdem du musst am Wochenende dort in die Notaufnahme......Dann bekommt man es mit Patzigen und sehr Unfreundlichen Krankenschwestern dort zutun. Später dann auf der Statio || Also von mir volle 5 Sterne..ich hatte am 9.1.meinen Unfall. Von der Notaufnahme (hier speziell Dr. Gladbach) über den Chirurgen Dr.Krüger und sein Team, Station W22 alle super lieb bis hin zur ambulanten Chirurgie haben alle einen super Job gemacht. || Hallo, ich habe 5 Sterne vergeben, weil ich nach 8 tägigen stationären Aufenthalt sehr zufrieden mit allem war. Es fing an mit der ersten Terminvergabe zu einem Gespräch mit Dr. Ghiassi weitere 14 Tage später hatte ich einen OP Termin. Ich möchte mic",34_sterne_vergeben_ich_der,"sterne, vergeben, ich, der, die, für, von, in, alles, nur, und, gebe",34
55,"Ich war zwei Wochen hier als Patient, ich habe nur POSITIVES zu berichten, hatte auch sehr viel Glück mit meinen Bettnachbarn ! Es wurde mir immer geholfen, als erstes mit meinem Gepäck. Das Essen ist abwechslungsreich und gesund, da wird jeder satt  || Ich war sehr zufrieden mit dem Service und der Betreuung. Einziger Kritikpunkt: Die Biscuits waren kalt und in Butter getränkt, als sie serviert wurden. || Ich war sehr zufrieden, die Ärzte haben mir in einer Notoperation meine Niere gerettet. Sie funktioniert wieder einwandfrei. Ärzte und Schwestern waren sehr nett und fürsorglich. Das Essen hat mir nicht so toll geschmeckt, ist aber ja schließlich auc",35_essen_war_gut_sehr,"essen, war, gut, sehr, zufrieden, ich, zimmer, super, das, ärzte, mich, dort",35
52,"Hatte dort meine Schulter OP. Dr. Bartsch, etwas zu Überlaufen aber Top. Sehr kurzer Klinik Aufenthalt aber länger war auch nicht nötig. Zimmer zwei Betten. top.. PFLEGERINEN super nett. Essen gut. OK wirklich etwas weit weg vom Schuss. Ist aber nun  || Exzellenter Service. Das Parken ist für die erste Viertelstunde kostenlos. Es befindet sich neben dem Krankenhaus || Ich musste mich im November 2019 einer ambulanten Venenoperation unterziehen. Zunächst einmal ist das Parkplatzangebot positiv zu erwähnen. Die ersten zwei Stunden parkt man kostenlos! Bei der Erstberatung Anfang November fiel mir sofort …",36_parkplatz_parkplätze_ist_parkhaus,"parkplatz, parkplätze, ist, parkhaus, parken, zu, krankenhaus, man, finden, aber, es, teuer",36
50,Bin sehr zufrieden. || Also bei mir ist alles super gelaufen. || Ich war super zufrieden,37_zufrieden_bin_alles_sehr,"zufrieden, bin, alles, sehr, war, bestens, immer, super, geschäftlich, wohlgefühl, klinlk, vollens",37
50,"Schnell kompetent gerne wieder || Sehr freundlich und kompetent. Gerne wieder! || Kompetent, schnell, sympathisch",38_kompetent_freundlich_kompetenz_sehr,"kompetent, freundlich, kompetenz, sehr, und, schnell, zuempfehlen, einsichtig, henrieetenstif, competent, zügig, aufnahmezeit",38
49,Nette Leute! || Sehr nettes Personal 👍 … || Kann nur positives sagen!alle super nett und freundlich!,39_freundlich_nett_sehr_leute,"freundlich, nett, sehr, leute, sie, cool, dich, nette, mann, ĝute, smilla, schäde",39
47,"Ein so tolles Krankenhaus, 🏥 hier fühlt man sich richtig gut aufgehoben. Toller Service , tolles Personal. Mein Aufenthalt war zwar nur kurz und ich hoffe das es so bleibt . Aber dieses Familiäre Krankenhaus 🏥 kann ich einfach nur weiterempfehlen. Tr || In diesem Krankenhaus wurde mir stets kompetent und zügig geholfen. Das Pflegepersonal und die Ärzte sind immer freundlich und hilfsbereit. Ich hoffe natürlich, das Krankenhaus nur noch von außen zu sehen – aber falls ich doch einmal medizinische Hil || Ich hatte noch nie so einen angenehmen Aufenthalt in einem Krankenhaus. Das gesamte Personal war stets freundlich und sehr bemüht. Von der Aufnahme bis hin zu der Operation fühlte ich immer gut betreut. Die Vergabe des Operationstermins erfolgte sehr",40_krankenhaus_das_ich_ärzte,"krankenhaus, das, ich, ärzte, mich, sehr, sind, gut, und, beste, habe, in",40
45,Nett || Darm || Gut,41_gut_darm_okay_sher,"gut, darm, okay, sher, kommentar, eindrücke, korrekt, bg, cool, mama, unbedingt, gehabt",41
43,"Ich möchte fünf Sterne für das Diakoniekrankenhaus vergeben. Und zwar besonders für das Essen. Heute hatten wir eine Spinat Lasagne auf Tomatensoße und ein gebackenes Fischfilet mit Kräutersauce ,auf dem Punkt genau gegarten Brokkoli !!!!! … || Wo I Ist Patricia meine grośse Liebe. Ich glaube es war einmal || 5 Sterne sind das Minimum für so eine hervorragende Betreuung. Hier fühlt man sich einfach nur gut aufgehoben. Vielen Dank nochmal an Herrn Ralf Fricke und das gesamte Team. Bei Euch ist man nicht einfach nur eine Nummer.",42_sterne_für_fünf_von,"sterne, für, fünf, von, name, stern, geben, runtergeladen, gta, 50, hammer, zu",42
43,"Das ganze Areal macht einen sehr sauberen und Ordentlichen Eindruck. Der Empfangsbereich ist sehr gut strukturiert und hell. Sehr freundliches und hilfsbereites Personal. Parkplätze sind vorhanden aber Kostenpflichtig. Wartezeiten muss man in Kauf ne || 2 Behindertenparkplätze direkt am Eingang, das ist gut. Nicht gut ist, das diverse Leute sich direkt vor den Eingang kutschieren lassen, obwohl sie gut zu Fuß sind! || Gute Erreichbarkeit mit dem Auto oder auch den öffentlichen Verkehrsmitteln. Parkplätze sind genügend vorhanden. Die Ausschilderung könnt auf den Parkplätzen jedoch besser sein. Sind bei Problemen sofort hilfsbereit. Über die fachliche Kompetenz in d",43_parkplätze_parkplatz_parken_wagen,"parkplätze, parkplatz, parken, wagen, direkt, eingang, vorhanden, ist, haupteingang, parkhaus, chip, allerdings",43
40,"Ich verfasse diese Rezession noch direkt auf der Station und bevor ich das Krankenhaus verlasse, damit ich es nicht vergesse, denn leider wie ich hier sehen kann, werden positive Bewertungen seltener geschrieben, denn es ist ja alles gut. Wenn etwas  || Also ich warte immer noch auf meinen MRT Bericht - Termin war am 06.10.21... Nachtrag - Tatsächlich kam der Bericht am folgenden Tag bei mir an! Schade das man erst eine ""negative"" Rezession dafür schreiben musste. || Meine erste Rezession. Die vielen schlechten Bewertungen haben mein Vertrauen sehr belastet. Meine OP hat das Gegenteil gezeigt: sehr guter Service, freundliches Personal, ich kam mir sehr gut versorgt vor. Aber wahrscheinlich haben manche andere Ans",44_rezensionen_aber_man_nicht,"rezensionen, aber, man, nicht, kann, ist, negativen, ich, wenn, zu, bewertungen, schlechten",44
