count,example_snippets,name,top_terms,topic_id
177,"Mein Mann kam am 12.06. um 5 Uhr morgens nach einem Arbeitsunfall ins Krankenhaus. Obwohl seine rechte Hand stark blutete sollte er den Fragebogen selbst ausfüllen oder eben die linke Hand benutzen. Die Hand wurde nichtmal gereinigt und schon vor der || Meine Frau wurde nach einem Unfall in dieses Krankenhaus gebracht,ich hoffe nicht wieder.Bauzäune um den Eingang.den man suchen muss,Rollstuhlfahrer,die sich eine steile Auffahrt hochkämpfen,gar nicht an die Herrschaften mit Rolator gedacht?Zumachen  || Notaufnahme NICHT zu empfehlen,meine Frau ging gestern mit einer Einweisung vom Arzt in die Notaufnahme. Direkt am Empfang hieß es dann die werden sie eh nicht aufnehmen! Als meine Frau dann sagte gut dann Fahren wir nach Großburgwedel wurde sie zumi",13_frau_sie_wir_meine,"frau, sie, wir, meine, mann, dann, wurde, in, der, er, hat, nicht",13
169,"Ich verstehe die arbeitsmoral in diesem Krankenhaus nicht, man kommt um 6 Uhr morgens in die notaufnahme mit starken Schmerzen die durch einen Verkehrsunfall kamen und man wird erstmal ins Wartezimmer geschickt und wartet über 2 Stunden ohne das irge || Nie wieder Schmerzen ohne Ende das Essen eine Frechheit keine richtigen Antworten am endlasung Tag || Katastrophe! Patientenaufnahme nicht besetzt, dann soll man klingeln. Stunden vergehen bevor jemand kommt. NOTAUFNAHME wäre falsches Wort... ist ja wie bei der Bahn 🤬. Wenn sich dann jemand bequemt zu erscheinen wird man auch noch pampig angemacht, w",14_man_stunden_notaufnahme_wird,"man, stunden, notaufnahme, wird, warten, schmerzen, ist, krankenhaus, in, dann, nicht, wenn",14
144,"Hallo ich war vom 19.10.2020 bis zum 24.10.2020 dort Stationär . Ich habe dort im Krankenhaus ein neues Schultergelenk bekomme und muss sagen Top . OP ist sehr gut verlaufen ich konnte am Abend den Arm schon wieder leicht bewegen Top . Hätte ich nich || Ich möchte mal ein Lob an das Klinikum aussprechen...leider wird ja oft nur das negative erwähnt. Ich lag nach meiner Operation am Knie, durch das Gelenkzentrum Schaumburg, vom 21.- 26.09.2020 hier im Krankenhaus. Von der Aufnahme bis zur Entlassung  || War am 15.07.2016 zu einer ambulanten Knie Op in der Klinik. Super Klinik - ich habe mich rundherum gut aufgehoben gefühlt. Bitte bleibt bei diesem Optimum und jagt nicht einem ""ökonomischen"" Maximum nach .Hameln kann ein Lied davon singen",15_knie_dr_ich_op,"knie, dr, ich, op, operiert, schulter, und, am, sehr, der, neues, gut",15
136,"Sehr unfreundliches und arrogantes Personal in fast ALLEN Abteilungen. Man wird behandelt wie ein Mensch dritter Klasse. Ich habe mich total schlecht gefühlt. Es wird überhaupt nicht auf Ängste und Fragen eingegangen. Für mich klar: NIE WIEDER!!!!!!! || Die Mitarbeiter der Station A1 sind sehr unhöflich und launisch, || Personal unfreundlich und man wird mit schmerzen nicht ernst genommen. Danke für nichts, gerne wieder",16_personal_unfreundliches_unfreundlich_mitarbeiter,"personal, unfreundliches, unfreundlich, mitarbeiter, nicht, sehr, information, man, unfreundliche, menschen, wird, und",16
130,"Meine ( unsere Schwester) lag 4 Wochen auf der Palliativ Station und ich würde sogar noch mehr Sterne geben wenn's möglich wäre! Sie wurde so herzlich und liebevoll versorgt. Auch wir und unserer Familie hat es an nichts gefehlt. Alles was zeitlich u || Meine Mutter wurde mit dem Verdacht auf einen Schlaganfall in die Neurologie eingeliefert und umfassend untersucht. Die Schwestern und Pfleger und auch der Sozialdienst haben sich sehr liebevoll und kompetent um meine Mutter gekümmert. Ich wohne weit || Ich kann nur Positives über die Klinik berichten, meine Mutter wurde mit einem Oberschenkelhalsbruch eingeliefert. Sowohl die Ärzte*innen, die Mitarbeiter*innen der Notaufnahme, der Stationen W21 und N31 sind stets bemüht und kümmern sich rührend um ",17_mutter_meine_sehr_sie,"mutter, meine, sehr, sie, und, wir, dank, die, der, für, meiner, an",17
121,"Röntgen: keine Möglichkeit zur Toilette zu gehen,auch nach mehrmaliger Ansprache des Personals ,ob es keine Toilette gebe , kam die sehr patzige Abtwort „ die Toilette ist abgeschlossen“. Das Essen ist eine Katastrophe. Bei Entlassung:4 Stunden Warte || Vor einem Jahr war die AMEOS Klinik Osnabrück eine ganz andere Einrichtung. Leider hat sich vieles zum Negativen verändert. Der kaputte Aufzug war über zwei Monate lang ein großes Problem für alle – Patienten, Mitarbeiter, Küche, Notfälle. Ein einzig || Klinik wirde gemeldet station s3 unteraller sau auf der Toilette wird gekifft wie sonst was, einer liegt bewusstlos auf fentanyl unterm pissour. Auf meinem Zimmer haben sich die Leute Heroin gespritzt und gezogen? Auf einer Entzugsstation? Also Hoffe",18_zimmer_die_toilette_nicht,"zimmer, die, toilette, nicht, auf, den, ist, das, nur, es, der, zu",18
119,"Es ist für mich immer noch nicht nachvollziehbar, warum das Klinikum hier gebaut wurde. Weit entfernt von unseren größeren Städten, so müssen viele Menschen weite Wege in Kauf nehmen. Das Klinikum ist voll auf Individualverkehr ausgelegt, das zeigt s || Das ganze Areal macht einen sehr sauberen und Ordentlichen Eindruck. Der Empfangsbereich ist sehr gut strukturiert und hell. Sehr freundliches und hilfsbereites Personal. Parkplätze sind vorhanden aber Kostenpflichtig. Wartezeiten muss man in Kauf ne || Leider lässt der Besuch im Krankenhaus einen bitteren Nachgeschmack. Teure Parkgebühren für Patienten finde ich Asozial.",19_parkplätze_parkplatz_ist_parkhaus,"parkplätze, parkplatz, ist, parkhaus, parken, zu, das, man, die, nicht, der, den",19
103,"Wer nicht nach Hannover fahren möchte und das Sana Klinikum in Hameln verständlicher Weise meiden möchte, empfehle ich und meine Frau dieses Krankenhaus. Sehr diskret und einfühlsam in Bezug auf empfindliche Diagnosen und Behandlungen. Man hat hier n || Zuletzt 2012 hier gelegen, damals waren noch sehr gute Ärzte in diesem Krankenhaus, die auch sehr gut deutsch gesprochen haben und auch verstanden haben. Zumal ich dort 4 Wochen lag und sehr zufrieden gegangen bin. 2023: Eines der … || 🌟🌟🌟🌟🌟 Ich hatte mehrfache Aufenthalte im Bundeswehrkrankenhaus Hamburg, und ich kann mit Freude sagen, dass ich dort stets hervorragend behandelt, beraten und gepflegt wurde. Die Ärzte, das Pflegepersonal und das gesamte Team haben sich außerordentli",20_hannover_in_und_hamburg,"hannover, in, und, hamburg, krankenhaus, sehr, das, ich, die, beste, ärzte, der",20
97,"Die Spezialität dieses Krankenhauses || Sollte ich mal ins Krankenhaus müssen, dann möchte ich hier in das nigelnagelneue Agaplesion Krankenhaus in Obernkirchen. All das was ich bei einem Besuch gesehen habe, hat mir sehr gut gefallen. Helle freundliche 2 Bett-Zimmer und überall eine anspr || Modernes Krankenhaus",21_krankenhaus_gutes_sehr_schönes,"krankenhaus, gutes, sehr, schönes, beste, service, gut, modernes, ist, gute, ein, krankenhäuser",21
94,"Mein Mann kam aus der Reha Klinik auf die Intensivstation, Ärzte, Schwestern und Behandlung Top, nichts einzuwenden!! Dafür eigentlich 5 Sterne. Nach der Intensivstation in ein ""Komfortzimmer"" und das ist echt ein Witz!! 2- Bett Zimmer ok. Fernseher  || Ganz furchtbar...der Notarzt sagt er kann nichts tun und als man trotzdem ins Krankenhaus geht wird ein Herzinfarkt festgestellt und es wird sofort operiert. Also so einen inkompetent Arzt zu beschäftigen ist das aller letzte. Leider muß man ja einen || Ich würde am liebsten 0 Sterne geben! Man wird nicht ernst genommen und auch nicht richtig untersucht. Die Krankenschwester und der Arzt schienen genervt zu sein, man hat sich sehr unwohl, hilflos und verloren gefühlt. Ich würde dieses Krankenhaus ni",22_stern_sterne_geben_würde,"stern, sterne, geben, würde, vergeben, null, krankenhaus, liebsten, nicht, ist, ein, man",22
92,Eigentlich null Sterne verdient habe einen Kreuzbandriss und der wurde im akh nicht richtig behandelt Jz darf 3 Monate nochmal warte damit ich operiert werden kann danke für nix hätte man direkt operieren müssen. || Wir waren öfter da mit meinem Sohn und selbst wo er klein war mussten wir 4 Stunden warten bis wir dran gekommen sind und jetzt ? Die Tage sind ja noch schlimmer geworden erst gestern lange Wartezeiten gehabt bis zu 3 1/2 Stunden und heute das gleich || Noch nicht mal 1 Stern teilweise unfreundlich total überfordert da wird man nur hin und her geschickt keiner hat da ein Plan,23_stern_sterne_geben_null,"stern, sterne, geben, null, würde, noch, viel, liebsten, vergeben, es, zu, nicht",23
92,Die telefonische Kontaktaufnahmen ist so gut wie unmöglich. Ich habe 3Tage gebraucht um jemand ans Telefon zu bekommen. Lediglich bei Einschaltung des AB zum Ende der Erreichbarkeit war man außerordentlich pünktlich. Nachdem ich endlich jemand erreic || Unfreundlich ihm telefon und im echten leben auch ich würde nicht mal ein stern geben || Richtig unfreundlich am Telefon auf nachfrage wie viel in der Notaufnahme ist sagt die weiß nicht und tschüss. Eigentlich 0 Sterne,24_telefon_termin_telefonisch_seit,"telefon, termin, telefonisch, seit, ans, ist, nicht, niemand, man, mail, der, telefonische",24
91,"Jede Station ist sicher etwas anders zu bewerten. Ich war in der 4. Etage im QE und ich und meine Mitpatienten hatten nicht wirklich was zu meckern. Sicher, ich hatte auch gute Mitpatienten, wodurch es noch positiver wurde. Es gibt kompetente ärztlic || Ich war wegen starker Depression drei Monate stationär in der Klinik und zweieinhalb Monate in der Tagesklinik - und bin äußerst zufrieden mit dieser Einrichtung. Ärzte und Therapeuten sind untereinander sehr gut vernetzt, so dass jede:r … || Top psychiatrische Versorgung im AMEOS! Ärzte, Psychologen, Pflegepersonal und Therapeuten waren äußerst kompetent und hilfsbereit. Trotz früherer Vorbehalte war ich angenehm überrascht von der exzellenten Betreuung auf der Station A13 und der PTK. U",25_therapeuten_die_ich_und,"therapeuten, die, ich, und, war, gut, es, klinik, sehr, der, mir, das",25
87,Nur und Immer Empfehlen...Prof. Wagner und Ganze Personel SEHR FREUDLICH UND PROFESSIONAL || Chemie Verteilungs Center || War 2x zur OP ;Top 👍 …,26_wiko_geht_spitze_top,"wiko, geht, spitze, top, zurück, nicht, station, und, echt, frida, dddddddddddddddddddddddd, euch",26
86,"Total unhöfliche Schwestern. || Schwestern wirken stark genervt und teils extremst unfreundlich viele haben sich wohl den falschen Beruf ausgesucht, wenn sie auf die Bedürfnisse der Patienten eingehen sollen man meint ja eigentlich das Patientenwohl sollte an erster Stelle stehen.  || Die Schwestern können einen schon Leid tun. Sehr hoher Krankenstand und dann schreien irgendwelche Ideoten SCHWESTER sind nur aus Langeweile am klingeln. Auch das Personal hat nur zwei Beine und kann nicht überall gleichzeitig sein.",27_schwestern_schwester_unfreundlich_sind,"schwestern, schwester, unfreundlich, sind, die, nicht, aber, man, sehr, ärzte, und, patienten",27
78,"Ich war Patient in der Urologie. Schade das es keine 10 Sterne gibt! Das Pflegepersonal ist sehr nett und zuvorkommend. Die Ärzte Super.Bin hervorragend aufgeklärt worden über die Op. Alles lief auch sehr gut.Alle sehr Freundlich obwohl alle Mitarbei || Bestes Krankenhaus! Urologie ist super sehr zu empfehlen. Dort arbeiten noch Schwestern, Ärzte und Personal denen der Patient wichtig ist. Alle sind freundlich und jederzeit Hilfsbereit. Wenn man schon krank ist kann man froh sein wenn man dort lande || Meine Oma war vor ca 2 Wochen da für eine Woche Patientin in der Urologie Einlieferung schon Top keine 2 Stunden Später war sie trotz Op Vor und Nachbereitung wieder auf dem Schon Fertigen Zimmer auf der Station L 2 super Station Super Ärtzte Super S",28_urologie_der_ich_urologen,"urologie, der, ich, urologen, sehr, die, op, auf, urologischen, und, in, das",28
69,"Als Begleitperson zu einer Ultraschalluntersuchung abgewiesen wegen einen nicht vorhandenen negativen Test. Aber meine Frau brauch keinen obwohl sie auch nur ein Besucher zu einer Untersuchung ist? Verstehe den Sinn nicht. Sie dürfte Corona rein trag || Dieses Krankenhaus hat aus der Vergangenheit nichts gelernt. Es wird öffentlich suggeriert das Operationen derzeit nicht durchgeführt werden können aufgrund von Personalmangel. Patienten mit lebensbedrohlichen Erkrankungen aber schon! Als Grund wird  || So optisch und alles super Personal und auch haus. Sicherheitsdienst , bisschen schwach. Wollen ein was von coronavirus erzählen aber haben selbst keine maske auf. Beste Vorbilder. OP geht zügig das ein plus Punkt. Aber das entlassen. Das ist eine re",29_corona_test_nicht_das,"corona, test, nicht, das, ist, aber, auf, zu, in, man, es, der",29
69,"Wir waren in der Augenarzt Praxis. Bei den Voruntersuchungen wurde alles gut erklärt, mein Vater hatte keine Angst vor der unangenehmen Spritze! || Für mich persönlich der beste Augenarzt in dessen Betreuung ich mich in 18 Jahren als Trägerin einer Brille bisher befunden habe. Ein Arzt der noch mitdenkt und sich für seine Patienten interessiert. Der selbst nachforscht, um bestmöglich zu helfen.  || Super Arzt. Ich bin hin mit einer vermeintlichen Binderhautentzündung. Kam innerhalb einer halben Stunde dran, und worde gut behandelt. Meine Binderhautentzündung war ein Geschwür. Dank Dr. Dreisel habe ich mein Auge nicht verloren, weil er schnell r",30_augenklinik_auge_augenarzt_ich,"augenklinik, auge, augenarzt, ich, und, augen, der, sehr, die, mich, war, zu",30
68,Ich war am Samstag in der Notaufnahme und wurde sehr freundlich und relativ schnell behandelt... Musste dann nur leider weiter weil es dort keine Neurologie gibt... aber alles in allem waren alle total nett und hilfsbereit! || Mir wurde heute in der Notaufnahme schnell und gut geholfen . Vielen Dank || War heute morgen in der Notfallmedizin. Ich wurde freundlich empfangen und von der diensthabenden Ärztin sofort untersucht und gerröngt. Nach einer Stunde konnte ich das Krankenhaus mit einer kompetenten Diagnose und Empfehlungen für die Weiterbehand,31_notaufnahme_freundlich_sehr_war,"notaufnahme, freundlich, sehr, war, und, in, schnell, alle, ich, bin, wurde, waren",31
65,"Anästhesie war gut, ansonsten ein furchtbares Klima. Egal wie schlecht das Gesundheitswesen, das Arbeitsklima, die Bezahlung, die Kommunikation zwischen den verschiedenen Diensten ist, bitte lasst das nicht an den Patienten aus. Ich meine es geht doc || Das Ameos Klinikum ist eine Schade ich bin dort in eine Ambulanten Behandlung und als ich meiner Therapeutin gesagt habe das ich nicht stabil genug bin meinte sie nur zu sagen das meine Therapie bald zu Ende geht und meinte auch das ich schaffen würd || Unmotiviertes Team, schlechte Information und Kommunikation. Ich habe dort nur mit sehr wenigen kompetenten Ärzten gesprochen. Und nun wurde auch noch behauptet, ich wäre nie dort gewesen - ich bin sehr enttäuscht über so eine Vorgehensweise. Ich war",32_ich_nicht_mir_war,"ich, nicht, mir, war, der, habe, und, auch, klinik, in, wurde, das",32
64,"Hab mich sehr gut aufgehoben gefühlt im OP, Aufwachraum und ZAO! Tolles Team! || sehr nettes Personal..vielen dank an das team der station c1 || Vielen lieben Dank an das Team der Station 4 haben uns sehr wohl gefühlt und auch die Hebamme die mich am 31.10.2021 bei der Geburt unterstützt hat ein großes Dankeschön.",33_team_super_station_an,"team, super, station, an, gut, gefühlt, mich, sehr, danke, alle, das, und",33
62,Sehr gut. Lutz || Sehr Gut || Ist ganz gut hier,34_gut_super_sehr_perfekt,"gut, super, sehr, perfekt, beste, exzellent, alles, rundum, symphatisch, auzubildende, top, ortskern",34
57,"komme gerade von der Notaufnahme, hat keine Stunde gedauert. Alles sehr schnell erledigt, alle waren sehr nett und freundlich. Danke an Herrn Dr. Janadi und sein Team || Wirklich tolle Menschen die in der Notaufnahme ihren Dienst verrichten. Trotz Uhrzeit mitten in der Nacht sehr nett und hilfsbereit. || Hier habt ihr nichts zu befürchten ! Jedem wird geholfen, je nach Ansturm früher oder später. Einfach froh sein , dass es die Notaufnahme dort noch gibt. Alle tun ihr Bestes. Alle freundlich, bemüht und hilfsbereit. Frau B. an der Anmeldung ist super",35_notaufnahme_sehr_team_personal,"notaufnahme, sehr, team, personal, nettes, schnelle, freundlich, in, der, dank, vielen, und",35
52,"das war das Frühstück vom 09.02.2020 meines an Demenz erkrankten Vaters, der zusätzlich auch noch fixiert wurde. Die dringend notwendigen Tabletten wurden einfach so hingestellt, ohne darauf zu achten, ob sie mein Vater überhaupt eingenommen hat. Ich || Ich war seit Jahren mal wieder zu Besuch im Krankenhaus und doch sehr erschrocken, wie runtergekommen es dort mittlerweile aussieht. Aber nicht nur das, nach einer Mandel OP hat mein Sohn am gleichen Tag der OP sofort hartes Brot zu essen bekommen, o || Also wirklich eine sehr schlechte klinik man darf sich noch Nichtmal was kochen selber und abend wird das Brot und Brötchen eingeschlossen man geht hier Wirklich mit Hunger ins Bett kann ich wirklich kein empfehlen vor der Klinik werden drogen verkau",36_essen_ist_das_man,"essen, ist, das, man, nicht, die, küche, aber, es, zu, was, und",36
52,"Super nettes, sehr kompetentes Team. Die Ärzte sind ganz toll. Die Schwester sind sehr sympathisch und hilfebereit. Vielen Dank vom Herzen. || Ich bin im Brustzentrum sowie auf der Gynäkologie gewesen und bin sehr zufrieden. Die Schwestern sind alle sehr lieb und helfen einen, wo sie nur können. Die Aufnahme lief ebenfalls unkompliziert und beim Röntgen oder bei der Anästhesie sind auch all || Sehr kompetente Ärzte in der Neurologie. Die Schwestern und Pleger bestechen durch ihre Freundlichkeit und ihre Flexibilität. Das Essen war abwechslungsreich und sehr gut",37_schwestern_ärzte_sehr_super,"schwestern, ärzte, sehr, super, freundliche, und, nette, kompetente, sind, tolle, alle, lächeln",37
50,Haben alles verkackt || Eschein Stern || Mein Brötchengeber,38_gut_drecksladen_besserung_spitze,"gut, drecksladen, besserung, spitze, brötchengeber, niklas, knäckebrot, eschein, erbschleicherei, rutsche, alles1, unz",38
